coid,year_q,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
1314,2023Q2,-1.1,-0.48,-2.33,-14.3,-6.65,-0.8969188833644978,143180370,45.49
1315,2023Q2,2.31,2.79,2.48,3.59,17.93,12.218237255592996,11683637,6.18
1316,2023Q2,-0.04,-0.34,-0.89,-17.08,14.45,219.25795704608876,11693007,56.13
1319,2023Q2,3.78,2.11,5.19,13.6,27.8,24.348896597343415,34156686,29.55
1321,2023Q2,1.34,0.68,2.58,0.1,7.42,-1.7987121221205618,11959974,52.24
1323,2023Q2,1.81,0.52,3.1,6.54,19.55,19.272302603845016,5554253,49.56
1324,2023Q2,1.33,0.21,1.64,4.07,20.96,1.085916154743052,1175813,19.38
1325,2023Q2,0.53,0.21,0.55,-9.53,1.83,35.41593983796565,2984696,4.72
1326,2023Q2,0.3,0.16,0.14,-3.45,1.13,8.20671459627991,559950670,33.11
1336,2023Q2,1.87,0.54,2.4,6.99,16.52,13.4999851494922,2714974,35.16
1337,2023Q2,-3.73,-0.68,-3.86,-58.85,-27.55,46.60962589523795,4738610,3.42
1338,2023Q2,-0.82,-1.7,-2.28,-0.51,21.1,11.30734520595102,10738621,40.33
1339,2023Q2,3.49,2.51,4.87,16.29,29.24,-3.155935497685757,5444311,30.98
1340,2023Q2,-3.94,-1.19,-4.08,-71.03,-36.13,84.44867538696053,4467758,3.46
1341,2023Q2,5.92,2.52,10.52,13.36,22.42,-3.625822269372724,2323620,46.61
1342,2023Q2,8.33,3.5,12.4,22.4,30.6,-13.01321488720344,2949740,34.07
1402,2023Q2,1.42,0.75,2.66,5.39,18.31,70.26361454880305,627721633,56.47
1409,2023Q2,0.41,0.15,1.06,4.96,15.57,-9.687301845570378,189436412,75.92
1410,2023Q2,0.86,0.2,1.05,-12.69,24.21,0.289570207613064,1375928,19.1
1413,2023Q2,-2.38,-0.53,-5.83,-7.72,-4.49,4.090519894041153,2500699,53.68
1414,2023Q2,0.28,0.04,0.26,-9.95,3.9,-1.1685779148960942,4588772,32.73
1416,2023Q2,0.16,0.0,0.12,-6.54,34.43,169.97021734997782,4627168,19.45
1417,2023Q2,0.54,0.1,0.57,-1.35,36.18,33.33852016610069,4201115,36.96
1418,2023Q2,-0.64,-0.97,-4.38,-256.4,29.96,83534.04053198227,4283488,72.54
1419,2023Q2,1.65,0.86,2.19,9.45,29.23,71.48374816983895,17161221,30.92
1423,2023Q2,0.84,0.2,0.92,-80.52,-55.82,143.909721952922,3382400,9.44
1432,2023Q2,0.96,0.28,2.79,6.96,42.49,24.19374745442652,4918036,83.74
1434,2023Q2,0.91,0.33,0.99,1.39,9.14,-0.601928389708412,75532224,26.59
1435,2023Q2,-1.81,-0.16,-2.18,-655.01,90.94,-64.94891159484673,1183505,16.04
1436,2023Q2,-0.15,-0.54,-1.79,-27.09,53.66,-316.2476523541221,13835243,79.86
1437,2023Q2,2.27,1.25,3.52,48.79,62.31,34.62805761779408,12881211,42.97
1438,2023Q2,0.18,-0.16,-0.76,10.88,18.29,,8643656,77.93
1439,2023Q2,2.35,1.1,3.89,2.61,32.87,208.18625060945882,5201324,43.08
1440,2023Q2,-0.72,-0.33,-1.86,-7.84,0.89,19.238041268373674,50123906,45.44
1441,2023Q2,-6.19,-1.29,-26.78,-35.72,-20.46,-25.117813383600378,2077357,74.84
1442,2023Q2,1.34,0.61,3.81,33.94,47.15,2266.83022291659,17137019,66.83
1443,2023Q2,0.83,0.44,1.18,33.68,49.16,199.92360580595874,6690047,77.99
1444,2023Q2,-0.63,-0.15,-1.26,-7.48,-1.28,6.939344043273067,18959752,35.5
1445,2023Q2,1.4,0.23,1.77,4.01,16.18,4.374383456712655,2180439,20.9
1446,2023Q2,-0.32,-0.14,-1.35,-28.67,9.89,106.48765934363982,4738307,70.59
1447,2023Q2,-0.77,-0.24,-1.93,-2.42,0.05,0.5031893632835082,20636988,49.71
1449,2023Q2,1.23,0.31,2.23,-1.71,12.53,17.71555028421829,6208793,73.03
1451,2023Q2,-2.62,-1.2,-3.23,-9.59,-2.57,14.912504227952939,8829075,18.76
1452,2023Q2,-0.24,-0.05,-0.26,-5.09,3.09,-1.2199532357227516,2874391,8.54
1453,2023Q2,0.71,0.12,0.9,-4912.83,100.0,125.5813953488372,1904726,26.52
1454,2023Q2,0.94,0.15,1.11,0.28,10.74,-3.499819101376601,1997667,20.05
1455,2023Q2,-1.85,-0.36,-2.92,-8.61,-3.17,9.005129588077136,9768161,34.88
1456,2023Q2,1.75,0.68,4.1,22.92,32.94,-52.978911872548615,12420861,87.19
1457,2023Q2,-0.11,-0.08,-1.21,-0.73,5.12,-15.29620768166357,19952199,57.59
1459,2023Q2,1.14,0.11,1.26,-28.37,-17.61,129.91763758769252,4697061,40.65
1460,2023Q2,-0.24,-0.17,-1.69,-1.32,16.74,20.133897338734375,13827348,50.22
1463,2023Q2,1.15,0.19,1.34,-25.6,-3.97,99.82366532895537,2836245,19.3
1464,2023Q2,0.79,0.02,0.66,-0.3,14.93,-40.12833620254134,16323507,65.34
1465,2023Q2,1.94,0.37,2.34,-0.44,12.71,1.1351793074044247,2007703,18.57
1466,2023Q2,-3.05,-1.1,-7.93,-11.23,-0.86,11.161449752883032,3552872,58.48
1467,2023Q2,-1.54,-0.79,-5.72,-8.13,14.94,7.9718797301864885,8142892,64.06
1468,2023Q2,1.74,0.12,2.94,-2.19,9.03,1.7416423897571844,2974996,57.83
1470,2023Q2,3.82,0.51,4.49,7.81,21.17,9.846649984611473,1164593,15.84
1471,2023Q2,-2.18,-0.25,-2.4,-49.37,3.2,-26.471249718869483,1653195,8.29
1472,2023Q2,1.31,1.21,3.82,2.68,10.49,-10.848910730985763,2931721,72.57
1473,2023Q2,2.8,0.94,3.89,3.86,17.28,7.895888365221721,5231213,31.97
1474,2023Q2,-0.89,-0.33,-2.1,-4.1,7.94,13.774170820176925,3713227,45.74
1475,2023Q2,11.08,5.88,14.26,20.25,23.76,7.6946872598200695,1481687,23.24
1476,2023Q2,6.84,8.09,9.26,19.47,29.89,1.4299234699292083,33173410,31.35
1477,2023Q2,8.08,7.25,12.19,14.66,24.93,1.3051716980382488,22047454,37.64
1503,2023Q2,2.87,2.67,4.72,8.71,17.74,15.22275768758681,53519011,38.54
1504,2023Q2,3.18,1.78,4.58,11.61,25.07,3.467371089235946,131559455,32.94
1506,2023Q2,1.6,0.15,1.79,5.44,15.86,3.4462942323767063,3108857,11.84
1512,2023Q2,0.79,0.02,0.44,-7.29,21.98,6.602311918337637,2194435,83.25
1513,2023Q2,0.38,0.12,0.42,24.38,31.28,17.486026550315067,44443484,66.37
1514,2023Q2,3.22,1.28,7.91,8.59,16.66,9.290190600838072,10686797,62.61
1515,2023Q2,-0.71,-0.37,-1.9,-5.86,8.96,15.342938567784994,7140139,51.91
1516,2023Q2,1.66,0.26,2.08,3.01,4.91,33.30675702611122,464546,3.95
1517,2023Q2,-0.57,-0.17,-0.73,-9.4,7.12,50.66110958130504,4856804,19.25
1519,2023Q2,6.32,2.87,17.19,17.52,29.04,-4.82293111300121,12545208,65.19
1521,2023Q2,1.16,0.48,2.06,3.97,14.45,3.713733745858934,3445643,48.51
1522,2023Q2,2.48,1.33,5.62,7.82,24.91,16.087339926162862,24797303,64.11
1524,2023Q2,2.63,0.75,4.96,12.35,23.51,7.018602372788206,4965619,49.97
1525,2023Q2,4.48,3.43,5.46,5.63,12.59,64.5287243851495,5645164,18.62
1526,2023Q2,2.69,1.15,4.88,8.79,29.83,38.32825855680693,2743558,48.74
1527,2023Q2,3.21,1.26,3.8,11.35,21.98,55.68013887365208,5494083,17.43
1528,2023Q2,0.79,0.17,1.03,1.86,27.06,6.460933693954004,5481111,53.94
1529,2023Q2,4.39,0.87,7.32,8.3,19.97,40.09979531274404,3319706,45.55
1530,2023Q2,0.66,0.41,0.82,1.84,14.79,24.28215281278278,5857550,45.04
1531,2023Q2,-0.74,-0.23,-0.98,-10.46,15.53,9.68928649029348,4311296,18.25
1532,2023Q2,1.13,0.79,2.63,7.5,21.83,0.03533167150769917,52680007,69.19
1533,2023Q2,-1.42,-0.91,-4.95,-8.24,16.67,32.64830665900659,8555437,67.1
1535,2023Q2,3.85,2.1,7.53,4.07,9.45,14.751804374667483,6589731,48.28
1536,2023Q2,1.62,1.07,3.35,9.7,20.2,30.549451042805416,22541062,60.78
1537,2023Q2,4.85,3.55,7.08,11.44,19.17,45.86042622140103,6139166,37.13
1538,2023Q2,2.22,0.12,4.54,-20.85,15.76,150.61681907835754,405717,39.71
1539,2023Q2,1.06,0.36,1.45,3.27,9.52,39.8576244123126,2521613,38.86
1540,2023Q2,3.59,0.69,4.28,16.93,28.8,34.657414833153176,1722604,19.77
1541,2023Q2,0.25,0.04,0.15,8.45,19.24,1.354281744000387,3826575,52.76
1558,2023Q2,2.17,1.56,3.1,4.54,22.66,40.90796318044655,12178976,31.74
1560,2023Q2,4.29,2.78,6.75,13.89,28.81,45.81086597805929,10078108,41.39
1563,2023Q2,2.11,1.45,4.12,8.47,21.53,46.725130272353155,17654959,58.38
1565,2023Q2,3.72,5.97,4.95,15.18,23.44,3.613211893869231,8119666,27.47
1568,2023Q2,4.74,0.82,7.91,22.52,35.61,-76.88912108546853,2681329,40.15
1569,2023Q2,-1.08,-0.9,-2.86,-8.09,7.39,33.81002693652738,6646075,50.94
1570,2023Q2,1.63,0.33,1.9,6.44,22.5,57.35110160600436,1061241,15.72
1580,2023Q2,7.47,5.35,10.56,17.36,40.22,-6.696553415392822,3831708,31.51
1582,2023Q2,1.91,1.68,3.43,4.14,18.38,19.659303058512545,11362056,50.72
1583,2023Q2,2.11,2.18,3.89,8.62,22.4,34.976375229414096,13325482,50.24
1584,2023Q2,3.34,0.85,5.98,5.97,11.83,-27.69410954394365,4304506,48.92
1586,2023Q2,-1.06,-0.8,-4.39,-7.84,6.4,-3.625200350636537,4168667,66.14
1587,2023Q2,1.17,0.39,1.92,2.94,20.09,-35.862501454859405,3330130,59.33
1589,2023Q2,1.03,1.35,1.7,4.54,19.24,-19.29037097310587,24054142,62.27
1590,2023Q2,6.15,16.63,8.58,30.01,45.52,3.955671465771155,55834432,30.87
1591,2023Q2,-3.64,-0.65,-4.7,-119.45,-51.34,350.71538370580583,526353,15.79
1593,2023Q2,2.25,0.78,3.2,9.06,31.49,9.309079073467984,2074945,35.09
1595,2023Q2,1.01,0.98,1.68,6.64,26.65,2.0076856398711347,4699855,43.94
1597,2023Q2,2.14,0.93,3.42,15.41,44.58,22.536698627167127,4093191,43.06
1598,2023Q2,-0.74,-1.18,-2.98,-5.91,33.02,-54.087550017103005,12329015,61.39
1599,2023Q2,-1.25,-0.54,-2.02,-13.29,15.86,0.39010954485474314,2807252,33.51
1603,2023Q2,1.96,1.12,2.96,11.07,14.14,4.661585672913082,10097346,39.79
1604,2023Q2,3.24,1.14,5.34,8.44,20.7,4.810234604381502,14507092,43.12
1605,2023Q2,1.67,0.83,2.53,4.16,8.05,-32.86064300009546,269784343,43.84
1608,2023Q2,4.22,1.37,6.67,4.7,6.65,12.862020770305893,13602652,38.51
1609,2023Q2,6.42,3.3,17.54,4.79,12.08,7.986629463472966,44246792,65.64
1611,2023Q2,1.51,0.24,1.83,4.08,27.79,29.378709575500437,5455132,22.1
1612,2023Q2,4.01,1.05,4.65,10.06,15.33,37.93789899376621,8328048,14.57
1614,2023Q2,2.27,0.61,2.9,6.16,19.78,0.13694091795839927,7304303,25.34
1615,2023Q2,4.86,1.25,7.19,10.03,14.54,22.18120050100777,4029179,35.54
1616,2023Q2,2.98,0.42,4.66,7.18,11.28,1.1852973621944423,3232842,46.27
1617,2023Q2,1.57,0.33,2.19,-1.4,7.91,3.0259615769254133,3390558,38.31
1618,2023Q2,2.52,0.67,2.93,8.17,11.2,20.15381536556813,5549291,18.47
1623,2023Q2,3.66,5.46,18.13,9.74,13.9,,5360513,88.77
1626,2023Q2,1.68,0.95,4.32,2.8,21.62,1.2615445447612952,9708707,67.37
1702,2023Q2,1.81,1.51,3.78,5.38,26.65,16.8148259413405,29686257,60.37
1707,2023Q2,5.89,4.17,8.33,21.3,81.32,64.81704358281817,15369016,32.73
1708,2023Q2,-1.08,-0.92,-3.43,-5.35,4.15,12.369185055564394,13060124,52.23
1709,2023Q2,1.76,0.46,2.52,4.3,12.27,40.237694176189365,12675907,35.62
1710,2023Q2,1.31,0.63,1.92,-2.6,2.4,2.1191002744984155,33357303,54.24
1711,2023Q2,0.68,0.09,0.6,1.36,20.3,8.997579281927088,13166299,33.74
1712,2023Q2,3.96,1.43,7.21,7.67,27.99,1.319155761290255,15156057,46.79
1713,2023Q2,6.4,1.21,6.98,-7.24,6.76,154.4542367708214,2972702,10.5
1714,2023Q2,1.97,0.31,2.59,3.21,9.01,5.277050787588811,22997024,30.09
1717,2023Q2,1.14,0.42,2.02,3.44,18.51,-15.125308890773015,56862899,58.76
1718,2023Q2,0.22,-0.51,2.21,12.75,36.78,100.63304370249564,845696124,90.95
1720,2023Q2,5.7,2.51,8.32,21.04,44.3,0.7507601040156289,11215123,33.14
1721,2023Q2,-3.2,-0.73,-5.82,-14.37,-5.46,17.78950928458932,3739068,39.99
1722,2023Q2,3.78,3.17,5.81,25.13,34.86,38.99017349139092,83489475,35.59
1723,2023Q2,7.49,3.48,10.28,19.98,26.09,65.55128224683551,10639476,28.07
1725,2023Q2,1.05,0.33,1.4,1.74,4.81,-9.896399516078128,7006241,38.72
1726,2023Q2,3.51,2.47,4.23,10.35,23.96,26.475089458254885,11397672,17.8
1727,2023Q2,0.89,0.42,1.25,1.59,12.09,4.5896914449327095,2742856,34.01
1730,2023Q2,5.48,2.02,7.52,12.4,47.11,35.376933268744004,2586549,28.94
1731,2023Q2,3.82,0.76,5.08,17.22,65.77,23.121568776700506,2748705,28.3
1732,2023Q2,-0.19,-0.03,-0.28,-0.87,37.54,0.11279543602281988,624428,23.02
1733,2023Q2,2.64,0.63,3.53,7.71,30.13,0.7407478413826654,2392814,27.22
1734,2023Q2,3.0,1.13,5.27,7.92,35.6,32.70184128677042,5976210,46.6
1735,2023Q2,0.97,0.22,1.48,2.32,17.19,20.804375652059917,3282897,55.68
1736,2023Q2,-0.4,-1.03,-3.41,-3.2,46.98,9.95099517246522,34609321,74.24
1737,2023Q2,1.19,0.73,1.49,8.92,33.22,34.78640569817688,8357298,22.71
1742,2023Q2,1.88,0.47,3.4,12.17,31.62,40.746293519906715,3242410,59.73
1752,2023Q2,5.18,1.85,7.81,17.07,35.82,52.17602147478794,3700788,36.09
1760,2023Q2,1.38,0.47,2.06,6.49,52.63,-8.781633451896731,3245750,42.28
1762,2023Q2,4.55,2.69,6.42,18.27,39.09,-18.98769282787625,4927377,32.72
1773,2023Q2,5.69,3.11,9.78,18.79,32.01,24.001682838902912,13929632,43.36
1776,2023Q2,0.3,0.03,0.16,-1.62,12.7,20.48026611007505,1740138,38.32
1777,2023Q2,4.75,2.98,6.05,27.35,39.13,4.412244631551465,2903628,24.28
1781,2023Q2,-3.68,-0.63,-8.33,-13.02,11.23,4.862741779667591,700310,50.98
1783,2023Q2,7.22,1.26,8.18,28.87,67.82,315.39852210696296,1511991,12.94
1784,2023Q2,3.27,1.16,4.6,12.27,58.2,-1.2280826293746006,1936076,30.29
1785,2023Q2,2.94,1.04,4.66,4.48,11.53,4.032972436669325,25961106,52.01
1786,2023Q2,4.07,1.26,5.56,26.48,68.95,73.52318487881003,2197863,31.26
1788,2023Q2,4.06,4.19,6.76,10.07,26.09,31.454193683329844,4528459,37.81
1789,2023Q2,0.86,0.13,0.96,6.8,37.54,40.669968644895164,11889505,14.41
1795,2023Q2,8.73,9.43,16.79,36.55,59.26,44.4492972849333,31677826,51.31
1796,2023Q2,6.45,1.86,9.22,22.76,38.83,-0.09185310403118693,1257444,32.78
1799,2023Q2,-6.22,-0.64,-10.86,-70.5,56.59,-0.9356152749989204,1145064,39.62
1802,2023Q2,-0.72,-0.3,-1.81,-4.96,5.62,7.247242780024743,90285885,45.16
1805,2023Q2,-2.58,-0.45,-8.44,-32.34,-0.05,2.45656688446538,1455204,65.01
1806,2023Q2,-0.49,-0.15,-1.05,4.54,25.45,-2.132921326030161,7936706,32.28
1808,2023Q2,4.55,4.9,31.51,37.75,47.5,33.47693025415242,52066859,84.64
1809,2023Q2,-0.37,-0.06,-0.82,-3.9,15.35,5.672162692742777,4726913,29.37
1810,2023Q2,0.21,-0.01,-0.05,0.08,24.57,0.4838153701586794,10276561,35.86
1813,2023Q2,1.05,0.32,1.05,-19.32,2.87,-18.05673091991851,1141114,29.19
1815,2023Q2,-0.78,-0.42,-2.56,-11.44,3.75,73.77581349667881,13669600,48.98
1817,2023Q2,3.0,1.1,4.02,8.9,33.7,24.3993371996686,2749805,28.62
1903,2023Q2,-0.48,-0.23,-1.25,-46.8,46.81,792.7582387150375,8520873,49.45
1904,2023Q2,0.96,0.29,1.12,2.93,16.36,-9.288434069606394,69259986,58.39
1905,2023Q2,-1.22,-0.5,-2.97,-5.21,3.89,-19.61467619320032,35695897,51.72
1906,2023Q2,0.65,0.23,0.7,-0.77,8.16,14.113480729136233,7612520,33.18
1907,2023Q2,0.42,0.12,0.23,-1.03,12.35,-29.000802298764448,141576095,51.09
1909,2023Q2,-0.44,-0.73,-4.16,-1.98,7.57,-4.165863576596465,70183980,67.83
2002,2023Q2,0.41,0.02,0.39,0.76,4.38,16.625780627683458,680354517,49.79
2006,2023Q2,4.37,3.04,7.73,9.73,13.96,-8.491913136687653,55683043,48.34
2007,2023Q2,-3.23,-0.85,-6.58,-10.46,-7.21,-120.08108420132511,12495924,45.15
2008,2023Q2,5.83,2.0,13.06,4.13,11.95,-316.6236846619308,7357995,56.97
2009,2023Q2,-0.61,-0.16,-1.04,-4.6,-2.38,23.13956663507718,8462172,25.4
2010,2023Q2,2.2,0.63,3.57,3.93,7.96,1.364628434883831,20105053,42.45
2012,2023Q2,1.49,0.34,2.73,5.43,15.69,2.934448493483032,12479390,60.46
2013,2023Q2,1.82,1.09,4.2,2.8,4.59,5.217861397119759,13696935,62.56
2014,2023Q2,0.75,0.13,1.07,1.14,2.64,8.077525309100613,33867369,50.66
2015,2023Q2,4.75,2.07,5.66,7.69,10.09,0.9812125867622596,25648226,18.82
2017,2023Q2,-0.53,-0.39,-1.61,-12.16,0.66,-49.97612683848606,11122471,44.18
2020,2023Q2,4.76,1.44,9.9,8.36,12.5,5.4430485942822076,7349663,54.92
2022,2023Q2,1.69,0.12,1.7,2.65,12.26,-4.3297329480481554,9085462,25.55
2023,2023Q2,0.69,0.04,-0.22,2.39,9.02,-7.506265294481744,103520451,59.04
2024,2023Q2,-1.03,-0.3,-2.53,-5.65,1.98,23.71378105152392,1994693,43.54
2025,2023Q2,20.91,1.25,21.4,-31.6,-22.63,-95.56430641206629,1852279,1.53
2027,2023Q2,3.4,1.55,6.04,10.89,20.61,26.361586370212542,146749533,50.06
2028,2023Q2,4.2,1.01,7.38,6.75,8.33,-3.683429265526979,8045718,43.72
2029,2023Q2,2.12,0.71,2.33,4.64,10.1,0.4175108878155152,10913474,11.41
2030,2023Q2,0.94,0.17,0.96,2.89,8.01,15.732213030422646,11654716,58.69
2031,2023Q2,4.2,2.74,8.81,6.44,10.03,13.396496773711558,26586263,59.46
2032,2023Q2,-1.05,-0.16,-1.22,-3.06,0.01,-0.9030960559112745,1908520,13.15
2033,2023Q2,-0.44,-0.09,-0.68,-2.58,7.69,0.11096702601918697,1250296,18.32
2034,2023Q2,1.81,0.67,3.11,3.84,8.8,33.63219894430121,19472005,54.87
2035,2023Q2,-2.47,-1.37,-8.74,-8.44,-6.09,-17.351719346658996,17084688,69.35
2038,2023Q2,1.08,0.44,1.68,0.65,2.9,1.1143967414866218,9426478,57.71
2049,2023Q2,2.02,3.03,2.84,12.41,32.13,-3.8177805518217527,53017299,35.48
2059,2023Q2,5.96,12.3,7.68,46.33,58.74,139.5924540135052,20417967,27.01
2061,2023Q2,-0.5,-0.26,-2.45,-0.81,6.31,-3.0324321159467287,1068697,53.96
2062,2023Q2,0.71,0.3,0.83,2.0,10.17,22.14784046035608,11755666,39.78
2063,2023Q2,7.11,2.56,12.72,22.35,32.39,7.6916003639390595,1824757,43.94
2064,2023Q2,-1.46,-0.71,-4.33,-9.45,-1.37,0.9560948861465409,2519449,57.2
2065,2023Q2,5.02,2.75,8.96,13.0,20.45,18.697272222770085,2864652,44.35
2066,2023Q2,5.31,4.1,8.91,13.61,32.39,24.470456758876473,3402791,45.44
2067,2023Q2,0.32,0.02,-1.49,-0.23,13.86,-1.7393553976571947,1971300,76.94
2069,2023Q2,-0.66,-0.8,-3.33,-0.73,2.9,6.243451360210255,9469178,60.32
2070,2023Q2,0.92,0.3,1.24,5.51,47.34,5.333590683909155,1217967,31.37
2072,2023Q2,-0.17,-0.78,-1.98,-1.82,3.08,-49.31307454296976,16630504,70.65
2073,2023Q2,1.16,0.3,1.75,3.78,16.82,-3.635386244744696,806677,45.65
2101,2023Q2,0.31,0.06,0.47,1.78,16.17,-33.98635167638289,38885027,73.7
2102,2023Q2,-7.52,-1.68,-21.51,-194.62,-38.28,-588.7596725456616,9369712,66.04
2103,2023Q2,1.52,0.36,2.06,2.57,10.17,8.055150482621617,37499739,44.72
2104,2023Q2,-0.18,-0.35,-1.04,-0.69,7.85,60.05827426306766,57568368,36.82
2105,2023Q2,2.89,1.13,4.42,9.38,22.75,5.626134949881279,142041357,42.3
2106,2023Q2,0.5,0.01,0.04,0.45,15.68,5.272769322345132,45576513,58.61
2107,2023Q2,2.22,0.9,2.55,17.95,30.46,86.96458816850017,14635370,17.39
2108,2023Q2,3.08,0.84,3.47,9.42,23.93,0.8553458895606152,16669309,11.03
2109,2023Q2,3.09,0.64,4.69,2.19,15.46,-24.990387550846968,8111577,41.15
2114,2023Q2,5.95,2.79,7.45,33.8,42.13,99.52603282399546,3753381,24.51
2115,2023Q2,3.03,1.27,4.21,6.46,20.33,21.608501159536587,4613665,35.38
2201,2023Q2,1.27,2.35,5.83,12.09,36.25,-6.498544843212016,386459869,79.15
2204,2023Q2,6.69,5.55,8.89,6.89,16.32,33.51153448415551,47121065,24.0
2206,2023Q2,6.81,4.57,17.94,10.72,21.13,11.6435905204452,61385200,62.81
2207,2023Q2,3.76,21.74,18.26,13.88,20.47,1.5458343830768544,444292205,81.47
2208,2023Q2,-5.79,-2.86,-31.43,-18.84,-15.89,23.379434311336354,42821442,83.23
2211,2023Q2,7.86,5.64,10.45,28.7,32.77,88.35472914192343,37410995,27.18
2221,2023Q2,2.15,0.75,3.4,8.64,18.55,66.0493485251809,1750929,43.85
2227,2023Q2,2.11,1.72,2.83,1.93,13.19,33.72986435274263,24534132,29.89
2228,2023Q2,3.5,2.73,5.06,9.07,22.57,30.768358818019653,5927548,32.06
2230,2023Q2,3.09,0.8,4.7,10.77,28.25,16.87146728319534,1151895,37.72
2231,2023Q2,2.88,2.33,5.12,16.37,44.08,4.200764305457825,10216923,49.45
2233,2023Q2,4.71,3.86,6.84,12.39,28.78,62.07405487428941,4843513,32.41
2235,2023Q2,2.07,1.11,3.04,12.48,23.95,87.91237735683399,1887698,33.65
2236,2023Q2,2.37,1.01,3.68,5.34,26.47,8.630479624072228,2073626,42.44
2239,2023Q2,0.14,-0.6,-0.43,1.71,12.0,12.55176049988315,35884030,59.03
2241,2023Q2,-4.16,-1.34,-9.07,-32.44,-5.21,11.883055642879597,2705941,50.64
2243,2023Q2,-2.65,-1.83,-18.65,-17.65,-5.73,18.62536661876635,3781840,81.28
2247,2023Q2,4.32,11.76,7.85,4.26,11.12,-0.549510868959312,22168417,46.0
2248,2023Q2,2.02,0.86,4.18,2.89,19.95,7.632900590639522,1980426,56.87
2250,2023Q2,0.65,0.6,1.1,1.31,15.11,10.586501718734082,3290271,52.36
2301,2023Q2,3.69,2.86,8.03,9.07,21.13,-1.4484506752201887,186960157,56.31
2302,2023Q2,2.43,0.31,2.9,8.6,33.67,6.0237534125113745,2149847,19.05
2303,2023Q2,6.05,2.58,9.75,27.29,35.72,74.10097106017848,553195664,40.91
2305,2023Q2,0.53,0.04,0.59,-27.06,27.4,21.240345657128387,2813972,21.48
2308,2023Q2,4.12,5.8,7.91,9.66,28.41,26.421617315849787,441728847,50.84
2312,2023Q2,1.24,0.26,1.49,1.89,6.65,-0.016542011519259908,115839608,74.26
2313,2023Q2,1.57,0.8,2.56,5.04,13.32,-10.500811157101486,71985920,50.04
2314,2023Q2,-2.35,-0.76,-9.02,-6.05,15.51,11.783870719211063,6158298,68.95
2316,2023Q2,-0.12,-0.18,-0.41,-18.61,-7.64,52.772217473292635,13403605,41.18
2317,2023Q2,1.88,3.31,3.03,2.58,6.21,0.9481860499603849,3762581179,57.89
2321,2023Q2,-0.59,-1.99,-4.17,-4.58,25.25,-24.301428940517123,1611474,70.41
2323,2023Q2,8.78,1.9,11.61,-7.21,21.6,62.9619204859088,24956038,23.8
2324,2023Q2,1.33,0.8,3.25,1.11,4.4,-1.0856065501570171,460354650,72.56
2327,2023Q2,2.98,18.8,6.26,18.91,33.09,-14.281996098744113,299267709,57.0
2328,2023Q2,2.99,1.2,4.75,5.86,11.91,14.790339383885042,23765400,38.37
2329,2023Q2,4.08,0.98,7.06,7.17,14.65,25.654330719294883,17817892,44.33
2330,2023Q2,7.78,14.99,12.61,43.78,55.25,5.953082594697667,5149465045,37.75
2331,2023Q2,1.95,0.79,3.83,3.41,15.68,-1.3298540539057353,22877559,49.75
2332,2023Q2,3.56,0.88,5.55,2.39,25.26,-43.63465154631427,18335600,36.5
2337,2023Q2,-0.21,-0.15,-0.56,-4.17,26.76,-0.6713253277375199,81782964,39.48
2338,2023Q2,1.48,1.5,3.99,10.56,26.74,-58.41592629775915,20778723,77.37
2340,2023Q2,1.75,0.42,2.2,0.74,21.52,32.2677829888618,11109857,25.71
2342,2023Q2,-1.01,-0.28,-1.7,-7.29,7.74,10.522164676493706,3856037,35.76
2344,2023Q2,0.12,-0.17,-0.11,-3.88,29.6,-3.2347419180625754,180862502,46.82
2345,2023Q2,9.15,7.67,20.92,13.03,22.13,21.809437455215065,48214820,57.47
2347,2023Q2,2.1,2.06,5.14,2.23,4.61,5.5286936135659195,205435797,67.44
2348,2023Q2,1.7,3.01,5.96,25.62,41.14,63.667611205852126,28496354,76.98
2349,2023Q2,0.05,-0.15,-0.5,-5.01,17.39,-21.64643939462544,19471760,45.93
2351,2023Q2,3.64,2.33,6.4,9.78,17.93,28.011202200498005,12695171,46.71
2352,2023Q2,1.57,0.69,3.36,2.72,16.08,13.828356772743447,192551652,64.5
2353,2023Q2,1.19,0.64,3.1,1.16,10.49,0.7780311010245627,206948712,63.64
2354,2023Q2,1.65,1.51,2.23,1.61,6.75,1.742551051879357,133386235,25.07
2355,2023Q2,1.02,0.52,1.3,2.28,9.81,10.12830812883875,21789334,28.81
2356,2023Q2,1.73,0.63,3.91,1.1,4.76,0.3477981746334387,232483061,75.78
2357,2023Q2,0.45,1.22,0.78,-0.62,11.84,7.719610034658153,475007512,50.32
2359,2023Q2,4.6,2.19,7.24,2.9,22.51,20.712603460401603,8784897,38.22
2360,2023Q2,6.05,4.65,9.52,27.27,61.52,7.6445347173160885,33370934,38.61
2362,2023Q2,1.0,1.03,1.47,7.69,20.22,-8.94895052861728,92867123,56.56
2363,2023Q2,4.47,1.03,4.6,-345.29,13.86,1965.0356534695613,18720190,4.66
2364,2023Q2,5.52,2.54,17.02,5.62,35.4,2.7915261413575108,1211925,68.32
2365,2023Q2,1.38,0.21,1.53,-0.74,37.49,46.76269701775379,3602398,16.88
2367,2023Q2,-0.19,-0.19,-1.2,-4.13,7.19,-10.905157787580592,22364087,54.86
2368,2023Q2,4.51,2.56,8.9,13.44,22.14,-11.145726123615574,27387541,49.97
