coid,year,K_avg,D_avg,K_minus_D_avg
1225,2023,47.964169218783674,48.131535297180285,-0.16736607839661133
1225,2024,52.737986062215555,52.905520488670525,-0.16753442645497074
1225,2025,40.94799398023596,41.07389110696678,-0.12589712673081976
1227,2020,47.6570192487094,47.478753317902544,0.17826593080685882
1227,2021,46.80569644700526,47.00513065254379,-0.1994342055385303
1227,2022,43.61139161060441,43.47033467941653,0.141056931187876
1227,2023,46.060375310062916,46.04687236482995,0.013502945232964692
1227,2024,46.21756950173164,46.45331174812469,-0.23574224639305186
1227,2025,42.41135057255505,42.37984725089134,0.03150332166371328
1229,2020,55.799351530325325,55.81380589701794,-0.014454366692618237
1229,2021,60.4992309099457,60.48721612127002,0.01201478867567829
1229,2022,48.50781025284076,48.537441669233445,-0.029631416392682297
1229,2023,58.00169874440098,58.085009088597495,-0.08331034419651218
1229,2024,45.79916728967121,46.116159670942366,-0.3169923812711559
1229,2025,48.20949302436527,47.88617892066689,0.32331410369837954
1231,2020,61.318367743843254,61.15266038869393,0.16570735514932267
1231,2021,55.60950885511906,55.71934395623867,-0.10983510111960726
1231,2022,54.06742822508237,54.00249444593772,0.0649337791446456
1231,2023,56.27071425277134,56.51029218605237,-0.2395779332810264
1231,2024,61.63590521777047,61.42185443614471,0.2140507816257582
1231,2025,45.62339688073072,45.756809533555376,-0.13341265282465287
1232,2020,59.83162594407631,59.66713420557099,0.16449173850531906
1232,2021,51.98170438892399,51.99828697045988,-0.01658258153589287
1232,2022,46.11407189339486,46.460808636532846,-0.3467367431379884
1232,2023,48.92924268755989,48.80908979264248,0.12015289491741044
1232,2024,51.733407931215496,51.675238763046934,0.058169168168561214
1232,2025,46.20547717743285,46.270052380337795,-0.06457520290494756
1233,2020,53.0604007958246,53.02159977641899,0.03880101940561076
1233,2021,55.01008844876409,54.99607760380567,0.014010844958420421
1233,2022,51.73461371238512,51.87989739994287,-0.14528368755775034
1233,2023,49.38923451589837,49.33558172285367,0.05365279304470505
1233,2024,44.45739318694331,44.56428562919545,-0.10689244225214622
1233,2025,46.72857179950425,46.72067081518779,0.007900984316464132
1234,2020,54.2019845280396,54.262063542223444,-0.06007901418384165
1234,2021,58.26131545283344,57.98453534475845,0.27678010807499476
1234,2022,45.52732487022571,45.84257309814333,-0.3152482279176212
1234,2023,56.61998154964832,56.31130068560158,0.30868086404674244
1234,2024,49.57069160423991,49.65965096915795,-0.0889593649180398
1234,2025,42.29108197717968,42.35424916617569,-0.0631671889960117
1235,2020,50.646439559707545,50.5930783522628,0.05336120744474471
1235,2021,62.36272809791589,62.3603016126101,0.002426485305790038
1235,2022,56.97960739288695,57.106900655691504,-0.12729326280455666
1235,2023,54.74236229781683,54.94162772510602,-0.19926542728918406
1235,2024,58.72290342288767,58.73383163973715,-0.010928216849478645
1235,2025,43.04982978431139,43.022520136573924,0.027309647737467913
1236,2020,53.39923400074994,53.3165138552657,0.08272014548424522
1236,2021,50.02030581914369,50.02108033925247,-0.0007745201087843157
1236,2022,38.39436128176675,38.528083009162145,-0.13372172739539678
1236,2023,49.474428879381705,49.28627906561852,0.1881498137631823
1236,2024,46.92138704677319,47.05513904176947,-0.1337519949962811
1236,2025,50.974938518406105,50.87818353831152,0.0967549800945875
1256,2020,53.661272313390626,53.82286160147931,-0.16158928808868467
1256,2021,38.86796075312935,38.64422873660341,0.22373201652594332
1256,2022,44.71371211464672,44.834962875523715,-0.12125076087699682
1256,2023,41.058216537706954,41.227243404562515,-0.16902686685556034
1256,2024,35.171052657408666,35.10253640947543,0.06851624793323907
